Model,Image,Size,Refresh Rate,Resolution,Display Type,Surface,Ratio,PPI,Nits,CPU,GPU,Weight,Height,Price (RRP)
"Razer Blade 15 Advanced Edition 2021 QHD, i7-10875H RTX 3080",,"15.60""",240 Hz,2560x1440,,matte,16:9,188 PPI,,i7-10875H,GeForce RTX 3080 Laptop GPU,2.2 kg,16.9 mm,
"Razer Blade 15 Advanced Edition 2021, QHD, i7-10875H, RTX 3070",,"15.60""",240 Hz,2560x1440,,glossy,,188 PPI,,i7-10875H,GeForce RTX 3070 Laptop GPU,2.2 kg,,2399 Euro
"Razer Blade 15 Advanced Edition, i7-10875H, RTX 2070 Super",,"15.60""",300 Hz,1920x1080,IPS,matte,16:9,141 PPI,,i7-10875H,GeForce RTX 2070 Super Max-Q,2.2 kg,17.8 mm,2600 Euro
Razer Blade 15 Advanced Model Early 2021,,"15.60""",360 Hz,1920x1080,IPS,matte,16:9,141 PPI,334 cd/m²,i7-10875H,GeForce RTX 3080 Laptop GPU,2 kg,16.99 mm,3099 Euro
Razer Blade 15 Advanced Model Early 2021,,"15.60""",360 Hz,1920x1080,,matte,16:9,141 PPI,,i7-10875H,GeForce RTX 3080 Laptop GPU,,,
Razer Blade 15 Advanced Model Early 2022,,"15.60""",360 Hz,1920x1080,IPS,matte,16:9,141 PPI,315 cd/m²,i7-12800H,GeForce RTX 3080 Ti Laptop GPU,2.1 kg,16.99 mm,4099 Euro
Razer Blade 15 Advanced Model RZ09-0409AGD3-R3G1,,"15.60""",240 Hz,2560x1440,IPS,matte,16:9,188 PPI,,i7-11800H,GeForce RTX 3060 Laptop GPU,2 kg,16.9 mm,2500 Euro
Razer Blade 15 Advanced Model RZ09-0409BGA3-R3G1,,"15.60""",165 Hz,2560x1440,IPS,matte,16:9,188 PPI,,i7-11800H,GeForce RTX 3070 Laptop GPU,2 kg,16.9 mm,2800 Euro
Razer Blade 15 Advanced Model RZ09-0409CGC3-R3G1,,"15.60""",240 Hz,2560x1440,IPS,matte,16:9,188 PPI,,i7-11800H,GeForce RTX 3080 Laptop GPU,2 kg,16.9 mm,3300 Euro
Razer Blade 15 Advanced RZ09-0409CG53-R3G1,,"15.60""",090 Hz,3840x2160,OLED,glossy,16:9,282 PPI,,i9-11900H,GeForce RTX 3080 Laptop GPU,2 kg,16.9 mm,4000 Euro
Razer Blade 15 Advanced RZ09-0409CGC3-R3G1,,"15.60""",360 Hz,1920x1080,IPS,matte,16:9,141 PPI,,i7-11800H,GeForce RTX 3080 Laptop GPU,2 kg,16.9 mm,3500 Euro
Razer Blade 15 Advanced RZ09-0421PGF3-R3G1,,"15.60""",144 Hz,3840x2160,IPS,matte,16:9,282 PPI,,i9-12900HK,GeForce RTX 3080 Ti Laptop GPU,2 kg,16.99 mm,4500 Euro
"Razer Blade 15 Base Edition 2021, i7-10750H RTX 3060",,"15.60""",144 Hz,1920x1080,IPS,matte,16:9,141 PPI,306 cd/m²,i7-10750H,GeForce RTX 3060 Laptop GPU,2.1 kg,19.9 mm,1600 USD
"Razer Blade 15 Base Edition 2021, i7-10750H, RTX 3070",,"15.60""",165 Hz,2560x1440,IPS,matte,16:9,188 PPI,,i7-10750H,GeForce RTX 3070 Laptop GPU,2.1 kg,19.9 mm,2600 Euro
"Razer Blade 15 Base Model 2020, i7-10750H, RTX 2060 Max-Q",,"15.60""",144 Hz,1920x1080,IPS,matte,16:9,141 PPI,,i7-10750H,GeForce RTX 2060 Max-Q,2.1 kg,19.9 mm,2000 Euro
"Razer Blade 15 Base Model 2020, i7-10750H, RTX 2070 Max-Q",,"15.60""",144 Hz,1920x1080,,,16:9,141 PPI,,i7-10750H,GeForce RTX 2070 Max-Q,2.1 kg,20 mm,
Razer Blade 15 OLED (Early 2022),,"15.60""",240 Hz,2560x1440,OLED,glossy,16:9,188 PPI,384 cd/m²,i9-12900H,GeForce RTX 3070 Ti Laptop GPU,2 kg,16.99 mm,3249 Euro
Razer Blade 15 OLED (Early 2022),,"15.60""",240 Hz,2560x1440,,glossy,16:9,188 PPI,,i9-12900H,GeForce RTX 3070 Ti Laptop GPU,,,
Razer Blade 15 RTX 2070 Super Max-Q,,"15.60""",300 Hz,1920x1080,IPS,matte,16:9,141 PPI,342 cd/m²,i7-10875H,GeForce RTX 2070 Super Max-Q,2.1 kg,17.8 mm,2500 USD
Razer Blade 15 RTX 2080 Super Max-Q,,"15.60""",300 Hz,1920x1080,IPS,matte,16:9,141 PPI,328 cd/m²,i7-10875H,GeForce RTX 2080 Super Max-Q,2.2 kg,17.8 mm,3300 Euro
Razer Blade 15 RTX 2080 Super Max-Q,,"15.60""",300 Hz,1920x1080,,matte,16:9,141 PPI,,i7-10875H,GeForce RTX 2080 Super Max-Q,,,
Razer Blade 15 RTX 2080 Super Max-Q,,"15.60""",300 Hz,1920x1080,IPS,matte,16:9,141 PPI,,i7-10875H,GeForce RTX 2080 Super Max-Q,,,
Razer Blade 15 RZ09-0421NGD3-R3G1,,"15.60""",240 Hz,2560x1440,IPS,matte,16:9,188 PPI,,i7-12800H,GeForce RTX 3070 Ti Laptop GPU,2 kg,16.99 mm,3300 Euro
Razer Blade 15 RZ09-0421NGG3-R3G1, ,"15.60""",240 Hz,2560x1440,,matte,16:9,188 PPI,399 cd/m²,i9-12900H,GeForce RTX 3070 Ti Laptop GPU,,,3700 Euro
"Razer Blade 16 2024, RTX 4090",,"16.00""",240 Hz,2560x1600,OLED,glossy,16:10,189 PPI,420 cd/m²,i9-14900HX,NVIDIA GeForce RTX 4090 Laptop GPU,2.5 kg,22 mm,4850 Euro
Razer Blade 16 Early 2023,,"16.00""",240 Hz,2560x1600,IPS,matte,16:10,189 PPI,437 cd/m²,i9-13950HX,NVIDIA GeForce RTX 4080 Laptop GPU,2.4 kg,21.99 mm,3600 USD
Razer Blade 16 Early 2023 RTX 4060,,"16.00""",240 Hz,2560x1600,IPS,matte,16:10,189 PPI,,i9-13950HX,NVIDIA GeForce RTX 4060,2.5 kg,21.99 mm,3050 Euro
Razer Blade 16 Early 2023 RTX 4070,,"16.00""",120 Hz,2840x2400,IPS,matte,16:10,232 PPI,,i9-13950HX,NVIDIA GeForce RTX 4070 Laptop GPU,2.5 kg,21.99 mm,3800 Euro
Razer Blade 16 Early 2023 RTX 4090,,"16.00""",120 Hz,3840x2400,mini-LED,matte,16:10,283 PPI,729 cd/m²,i9-13950HX,NVIDIA GeForce RTX 4090 Laptop GPU,2.5 kg,21.99 mm,5000 EUR
"Razer Blade 17 (i7-12800H, RTX 3070 Ti)",,"17.30""",240 Hz,2560x1440,IPS,matte,16:9,221 PPI,308 cd/m²,i7-12800H,GeForce RTX 3070 Ti Laptop GPU,2.8 kg,19.9 mm,3500 Euro
Razer Blade 17 Early 2022,,"17.30""",144 Hz,3840x2160,IPS,matte,16:9,255 PPI,486 cd/m²,i9-12900H,GeForce RTX 3080 Ti Laptop GPU,2.8 kg,19.9 mm,4700 Euro
Razer Blade 17 Early 2022,,"17.30""",144 Hz,3840x2160,,matte,16:9,255 PPI,,i9-12900H,GeForce RTX 3080 Ti Laptop GPU,,,
Razer Blade 17 Early 2022,,"17.30""",144 Hz,3840x2160,,matte,16:9,255 PPI,,i9-12900H,GeForce RTX 3080 Ti Laptop GPU,,,
Razer Blade 17 Early 2022,,"17.30""",144 Hz,3840x2160,,matte,16:9,255 PPI,,i9-12900H,GeForce RTX 3080 Ti Laptop GPU,,,
Razer Blade 17 RTX 3070,,"17.30""",360 Hz,1920x1080,IPS,,16:9,127 PPI,315 cd/m²,i7-11800H,GeForce RTX 3070 Laptop GPU,2.8 kg,19.9 mm,2800 USD
Razer Blade 17 RTX 3080 Ti,,"17.30""",240 Hz,2560x1440,IPS,matte,16:9,170 PPI,294 cd/m²,i7-12800H,GeForce RTX 3080 Ti Laptop GPU,2.7 kg,19.9 mm,4000 USD
Razer Blade 17 RZ09-0406CG63-R3G1,,"17.30""",120 Hz,3840x2160,IPS,glossy,16:9,255 PPI,,i9-11900H,GeForce RTX 3080 Laptop GPU,2.8 kg,19.9 mm,3900 Euro
Razer Blade 17 RZ09-0423PGD3,,"17.30""",240 Hz,2560x1440,IPS,matte,16:9,170 PPI,,i7-12800H,GeForce RTX 3080 Ti Laptop GPU,2.8 kg,19.9 mm,
Razer Blade 17 RZ09-0423PGD3-R3G1,,"17.30""",240 Hz,2560x1440,IPS,matte,16:9,170 PPI,,i7-12800H,GeForce RTX 3080 Ti Laptop GPU,2.8 kg,19.9 mm,4300 Euro
"Razer Blade 17, 11800H 3060 QHD",,"17.30""",165 Hz,2560x1440,IPS,matte,16:9,170 PPI,,i7-11800H,GeForce RTX 3060 Laptop GPU,2.8 kg,19.9 mm,2600 Euro
"Razer Blade 17, i7-11800H RTX 3080",,"17.30""",360 Hz,1920x1080,IPS,,16:9,127 PPI,,i7-11800H,GeForce RTX 3080 Laptop GPU,2.8 kg,19.9 mm,
Razer Blade 18 2023 RTX 4060,,"18.00""",240 Hz,2560x1600,IPS,glossy,16:10,168 PPI,,i9-13950HX,NVIDIA GeForce RTX 4060 Laptop GPU,3.2 kg,22 mm,3400 Euro
"Razer Blade 18 2023, RTX 4080",,"18.00""",240 Hz,2560x1600,IPS,matte,16:10,168 PPI,,i9-13950HX,NVIDIA GeForce RTX 4080 Laptop GPU,3.2 kg,21.99 mm,4200 Euro
"Razer Blade 18 2023, RTX 4090",,"18.00""",240 Hz,2560x1600,IPS,matte,16:10,168 PPI,,i9-13950HX,NVIDIA GeForce RTX 4090 Laptop GPU,3.2 kg,21.99 mm,5200 Euro
Razer Blade 18 2024 RZ09-0509,,"18.00""",300 Hz,2560x1600,Mini-LED,matte,16:10,168 PPI,600 cd/m²,i9-14900HX,NVIDIA GeForce RTX 4090 Laptop GPU,3.1 kg,21.9 mm,4500 USD
Razer Blade 18 RTX 4070,,"18.00""",240 Hz,2560x1600,IPS,matte,16:10,168 PPI,524 cd/m²,i9-13950HX,NVIDIA GeForce RTX 4070 Laptop GPU,3 kg,21.9 mm,3200 USD
Razer Blade Pro 17 2021 (QHD Touch),,"17.30""",120 Hz,3840x2160,IPS,glossy,16:9,255 PPI,403 cd/m²,i7-10875H,GeForce RTX 3080 Laptop GPU,3 kg,19.9 mm,3600 USD
"Razer Blade Pro 17 2021 FHD, i7-10875H RTX 3060",,"17.30""",360 Hz,1920x1080,IPS,matte,16:9,127 PPI,,i7-10875H,GeForce RTX 3060 Laptop GPU,2.8 kg,19.9 mm,2600 Euro
"Razer Blade Pro 17 2021 FHD, i7-10875H RTX 3070",,"17.30""",360 Hz,1920x1080,IPS,matte,16:9,127 PPI,,i7-10875H,GeForce RTX 3070 Laptop GPU,2.8 kg,19.9 mm,2700 Euro
"Razer Blade Pro 17 2021 FHD, i7-10875H RTX 3080",,"17.30""",360 Hz,1920x1080,IPS,matte,16:9,127 PPI,,i7-10875H,GeForce RTX 3080 Laptop GPU,2.8 kg,19.9 mm,3300 Euro
"Razer Blade Pro 17 2021 QHD, i7-10875H RTX 3060",,"17.30""",165 Hz,2560x1440,IPS,matte,16:9,170 PPI,,i7-10875H,GeForce RTX 3060 Laptop GPU,2.8 kg,19.9 mm,2400 Euro
Razer Blade Pro 17 4K UHD 120 Hz,,"17.30""",120 Hz,3840x2160,IPS,glossy,16:9,255 PPI,332 cd/m²,i7-9750H,GeForce RTX 2080 Max-Q,2.8 kg,19.9 mm,3700 USD
Razer Blade Pro 17 RTX 2070 Max-Q 300 Hz,,"17.30""",300 Hz,1920x1080,IPS,matte,16:9,127 PPI,329 cd/m²,i7-10875H,GeForce RTX 2070 Max-Q,2.7 kg,19.9 mm,2600 USD
Razer Blade Pro 17 RTX 2080 Super Max-Q,,"17.30""",144 Hz,1920x1080,IPS,matte,16:9,127 PPI,,i7-10875H,GeForce RTX 2080 Super Max-Q,2.8 kg,19.9 mm,3500 Euro
"Razer Blade Stealth 13 2021, i7-1165G7",,"13.30""",120 Hz,1920x1080,IPS,matte,16:9,166 PPI,,i7-1165G7,Iris Xe G7 96EUs,1.4 kg,15.3 mm,1500 Euro
"Razer Blade Stealth 2020, i7-1065G7, GTX 1650 Ti Max-Q",,"13.30""",120 Hz,1920x1080,IPS,matte,16:9,166 PPI,,i7-1065G7,GeForce GTX 1650 Ti Max-Q,1.4 kg,15.3 mm,
Razer Blade Stealth i7-1165G7 GTX 1650 Ti Max-Q,,"13.30""",120 Hz,1920x1080,IPS,matte,16:9,166 PPI,336 cd/m²,i7-1165G7,GeForce GTX 1650 Ti Max-Q,1.4 kg,15.3 mm,1800 USD
Realme Pad 2,,"11.50""",120 Hz,2000x1200,IPS,glossy,5:3,203 PPI,,Helio G99,Mali-G57 MP2,518 g,7.2 mm,
Samsung Galaxy Book3 Pro 14,,"14.00""",120 Hz,2880x1800,AMOLED,glossy,16:10,243 PPI,410 cd/m²,i7-1360P,Iris Xe G7 96EUs,1.2 kg,11.3 mm,1899 Euro
"Samsung Galaxy Book3 Pro 14, i5-1340P",,"14.00""",120 Hz,2880x1800,OLED / AMOLED,glossy,16:10,243 PPI,,i5-1340P,Iris Xe G7 80EUs,1.2 kg,11.3 mm,
Samsung Galaxy Book3 Pro 16,,"16.00""",120 Hz,2880x1800,AMOLED,glossy,16:10,212 PPI,412 cd/m²,i5-1340P,Iris Xe G7 80EUs,1.6 kg,12.5 mm,1699 Euro
"Samsung Galaxy Book3 Pro 16, i7-1360P",,"16.00""",120 Hz,2880x1800,OLED,glossy,16:10,212 PPI,,i7-1360P,Iris Xe G7 96EUs,1.6 kg,12.5 mm,2000 Euro
"Samsung Galaxy Book3 Pro 360 16, i5-1340P",,"16.00""",120 Hz,2880x1800,AMOLED2X,glossy,16:10,212 PPI,412 cd/m²,i5-1340P,Iris Xe G7 80EUs,1.7 kg,13 mm,
"Samsung Galaxy Book3 Pro 360 16, i7-1360P",,"16.00""",120 Hz,2880x1800,OLED / AMOLED,glossy,16:10,212 PPI,,i7-1360P,Iris Xe G7 96EUs,1.7 kg,12.8 mm,
Samsung Galaxy Book3 Ultra 16,,"16.00""",120 Hz,2880x1800,AMOLED,glossy,16:10,212 PPI,399 cd/m²,i7-13700H,NVIDIA GeForce RTX 4050 Laptop GPU,1.8 kg,16.5 mm,2799 Euro
Samsung Galaxy Book3 Ultra 16,,"16.00""",120 Hz,2880x1800,AMOLED,glossy,16:10,212 PPI,,i7-13700H,NVIDIA GeForce RTX 4050 Laptop GPU,,,
Samsung Galaxy Book3 Ultra 16,,"16.00""",120 Hz,2880x1800,AMOLED,glossy,16:10,212 PPI,,i7-13700H,NVIDIA GeForce RTX 4050 Laptop GPU,,,
"Samsung Galaxy Book3 Ultra 16, i9-13900H RTX 4070",,"16.00""",120 Hz,2880x1800,OLED / AMOLED,glossy,16:10,212 PPI,408 cd/m²,i9-13900H,NVIDIA GeForce RTX 4070 Laptop GPU,1.8 kg,16.8 mm,3500 Euro
Samsung Galaxy Book4 Edge 14,,"14.00""",120 Hz,2880x1800,AMOLED,glossy,16:10,243 PPI,,SD X Elite X1E-80-100,Adreno X1-85 3.8 TFLOPS,1.2 kg,10.9 mm,
Samsung Galaxy Book4 Edge 16,,"16.00""",120 Hz,2880x1800,OLED,glossy,16:10,212 PPI,391 cd/m²,SD X Elite X1E-80-100,Adreno X1-85 3.8 TFLOPS,1.5 kg,12.3 mm,1799 Euro
Samsung Galaxy Book4 Edge 16 X1E-84-100,,"16.00""",120 Hz,2880x1800,,glossy,16:10,212 PPI,,SD X Elite X1E-84-100,Adreno X1-85 4.6 TFLOPS,1.6 kg,12.3 mm,1600 Euro
Samsung Galaxy Book4 Pro 14,,"14.00""",120 Hz,2880x1800,OLED,matte,16:10,243 PPI,398 cd/m²,Ultra 7 155H,Arc 8-Core,1.2 kg,11.6 mm,1900 Euro
Samsung Galaxy Book4 Pro 16,,"16.00""",120 Hz,2880x1800,OLED,glossy,16:10,212 PPI,391 cd/m²,Ultra 7 155H,Arc 8-Core,1.5 kg,12.5 mm,1999 Euro
Samsung Galaxy Book4 Pro 360,,"16.00""",120 Hz,2880x1800,OLED,glossy,16:10,212 PPI,392 cd/m²,Ultra 5 125H,Arc 7-Core,1.7 kg,13 mm,1999 Euro
"Samsung Galaxy Book4 Pro 360, Ultra 7 155H",,"16.00""",120 Hz,2880x1800,OLED (AMOLED),matte,16:10,212 PPI,,Ultra 7 155H,Arc 8-Core,1.7 kg,12.8 mm,2700 Euro
Samsung Galaxy Book4 Ultra,,"16.00""",120 Hz,2880x1800,OLED,glossy,16:10,212 PPI,393 cd/m²,Ultra 7 155H,NVIDIA GeForce RTX 4050 Laptop GPU,1.8 kg,17 mm,2799 Euro
"Samsung Galaxy Book4 Ultra, RTX 4070",,"16.00""",120 Hz,2880x1800,OLED,matte,16:10,212 PPI,,Ultra 9 185H,NVIDIA GeForce RTX 4070 Laptop GPU,1.9 kg,16.5 mm,3300 Euro
Samsung Galaxy Tab S7 Plus,,"12.40""",120 Hz,2800x1752,Super AMOLED,glossy,16:10,266 PPI,447 cd/m²,SD 865+ (Plus),Adreno 650,575 g,5.7 mm,954 Euro
Samsung Galaxy Tab S7 Plus 5G,,"12.40""",120 Hz,2800x1752,,,16:10,266 PPI,,SD 865+ (Plus),Adreno 650,,,
Samsung Galaxy Tab S8 Ultra,,"14.60""",120 Hz,2960x1848,Super AMOLED,glossy,16:10,239 PPI,604 cd/m²,SD 8 Gen 1,Adreno 730,726 g,5.5 mm,1249 Euro
Samsung Galaxy Tab S8+ 5G,,"12.40""",120 Hz,2800x1752,Super AMOLED,glossy,16:10,266 PPI,462 cd/m²,SD 8 Gen 1,Adreno 730,572 g,5.7 mm,1149 Euro
Samsung Galaxy Tab S9 FE Plus,,"12.40""",090 Hz,2560x1600,"TFT LCD, HDR10, HGL",glossy,16:10,243 PPI,762 cd/m²,Exynos 1380,Mali-G68 MP5,627 g,6.5 mm,649 Euro
Samsung Galaxy Tab S9 Ultra,,"14.60""",120 Hz,2960x1848,Dynamic AMOLED,glossy,16:10,239 PPI,620 cd/m²,SD 8 Gen 2 for Galaxy,Adreno 740,732 g,5.5 mm,1609 Euro
Samsung Galaxy Tab S9+,,"12.40""",120 Hz,2800x1752,AMOLED,glossy,16:10,266 PPI,551 cd/m²,SD 8 Gen 2 for Galaxy,Adreno 740,586 g,5.7 mm,1269 Euro
Samsung Odyssey Neo G7, ,"32.00""",165 Hz,3840x2160,VA,matte,16:9,,336 cd/m²,,,,,
SCHENKER Key 15 Comet Lake,,"15.60""",144 Hz,1920x1080,IPS,matte,16:9,141 PPI,281 cd/m²,i7-10875H,GeForce RTX 2080 Super Max-Q,2 kg,19.8 mm,2770 Euro
SCHENKER Key 17 Pro (Early 23),,"17.30""",144 Hz,3840x2160,IPS,matte,16:9,255 PPI,485 cd/m²,i9-13900HX,NVIDIA GeForce RTX 4090 Laptop GPU,3.4 kg,24.9 mm,4526 Euro
SCHENKER Media 17-E20fxp,,"17.30""",144 Hz,1920x1080,IPS,matte,16:9,127 PPI,,i7-10750H,GeForce RTX 2060 Mobile,2.5 kg,30 mm,1800 Euro
SCHENKER Neo 17 2024 Engineering Sample, ,"17.00""",240 Hz,2560x1600,,matte,16:10,178 PPI,,i9-14900HX,NVIDIA GeForce RTX 4090 Laptop GPU,,,
SCHENKER Uniwill Technology GM7AG8P,,"17.30""",165 Hz,2560x1440,IPS,matte,16:9,170 PPI,361 cd/m²,i9-12900H,GeForce RTX 3080 Ti Laptop GPU,2.3 kg,20 mm,
SCHENKER VIA 14 Pro (L23),,"14.00""",120 Hz,2880x1800,IPS,matte,16:10,243 PPI,,R7 PRO 7840HS,Radeon 780M,1.4 kg,18.3 mm,1100 Euro
SCHENKER VIA 14 Pro (M24),,"14.00""",120 Hz,2880x1800,IPS,matte,16:10,243 PPI,467 cd/m²,R7 8845HS,Radeon 780M,1.4 kg,18.5 mm,1275 Euro
SCHENKER VIA 15 Pro M22,,"15.60""",165 Hz,2560x1440,IPS,matte,16:9,188 PPI,331 cd/m²,R7 5700U,Vega 8,1.4 kg,16.8 mm,1298 Euro
SCHENKER Vision 14,,"14.00""",090 Hz,2880x1800,IPS,matte,16:10,243 PPI,387 cd/m²,i7-1165G7,Iris Xe G7 96EUs,1 kg,15.6 mm,1650 Euro
SCHENKER Vision 14,,"14.00""",090 Hz,2880x1800,IPS,matte,16:10,243 PPI,407 cd/m²,i7-11370H,GeForce RTX 3050 Ti Laptop GPU,1.1 kg,15.6 mm,2050 Euro
SCHENKER Vision 14 2022 RTX 3050 Ti,,"14.00""",090 Hz,2880x1800,IPS,matte,16:10,243 PPI,416 cd/m²,i7-12700H,GeForce RTX 3050 Ti Laptop GPU,1.3 kg,16.6 mm,2200 Euro
SCHENKER Vision 14 2023,,"14.00""",090 Hz,2880x1800,IPS,matte,16:10,243 PPI,371 cd/m²,i7-13700H,Iris Xe G7 96EUs,1.3 kg,16.6 mm,1680 Euro
SCHENKER Vision 14 M23 RTX 3050,,"14.00""",090 Hz,2880x1800,IPS,matte,16:10,243 PPI,,i7-13700H,GeForce RTX 3050 6GB Laptop GPU,1.3 kg,16.6 mm,1985 Euro
SCHENKER Vision 16 PH6PRX1,,"16.00""",240 Hz,2560x1600,IPS,matte,16:10,189 PPI,349 cd/m²,i7-13700H,Iris Xe G7 96EUs,1.5 kg,17.1 mm,1660.99 Euro
SCHENKER VISION 16 Pro (M23),,"16.00""",240 Hz,2560x1600,IPS,matte,16:10,189 PPI,371 cd/m²,i7-13700H,NVIDIA GeForce RTX 4070 Laptop GPU,1.6 kg,17.1 mm,2600 Euro
SCHENKER Vision 16 Pro RTX 3070 Ti,,"16.00""",240 Hz,2560x1600,IPS,matte,16:10,189 PPI,347 cd/m²,i7-12700H,GeForce RTX 3070 Ti Laptop GPU,1.7 kg,17.1 mm,2560 Euro
SCHENKER XMG Apex 15 (Late 23),,"15.60""",165 Hz,2560x1440,IPS,matte,16:9,188 PPI,307 cd/m²,R7 7840HS,NVIDIA GeForce RTX 4050 Laptop GPU,2.2 kg,26.7 mm,1469 Euro
SCHENKER XMG Apex 15 Max,,"15.60""",240 Hz,1920x1080,IPS,matte,16:9,141 PPI,264 cd/m²,R9 5900X,GeForce RTX 3070 Laptop GPU,2.6 kg,32.5 mm,2265 Euro
SCHENKER XMG Apex 15 Max,,"15.60""",240 Hz,1920x1080,,matte,16:9,141 PPI,,R9 5900X,GeForce RTX 3070 Laptop GPU,,,
SCHENKER XMG Apex 15 Max,,"15.60""",240 Hz,1920x1080,,matte,16:9,141 PPI,,R9 5900X,GeForce RTX 3070 Laptop GPU,,,
SCHENKER XMG Apex 15 Max,,"15.60""",240 Hz,1920x1080,,matte,16:9,141 PPI,,R9 5900X,GeForce RTX 3070 Laptop GPU,,,
SCHENKER XMG Apex 15 Max,,"15.60""",240 Hz,1920x1080,,matte,16:9,141 PPI,,R9 5900X,GeForce RTX 3070 Laptop GPU,,,
SCHENKER XMG Apex 15 NH57AF1,,"15.60""",144 Hz,1920x1080,IPS,matte,16:9,141 PPI,316 cd/m²,R9 3900,GeForce RTX 2070 Mobile,2.7 kg,32.5 mm,2024 EUR
SCHENKER XMG Apex 15 NH57E PS,,"15.60""",144 Hz,1920x1080,IPS,matte,16:9,141 PPI,353 cd/m²,R7 5800H,GeForce RTX 3060 Laptop GPU,2.1 kg,29 mm,1506 Euro
"SCHENKER XMG Apex 15 Ryzen 5 3600, RTX 2060",,"15.60""",144 Hz,1920x1080,IPS,matte,16:9,141 PPI,,unknown,GeForce RTX 2060 Mobile,2.6 kg,32.5 mm,1700 Euro
"SCHENKER XMG Apex 15 Ryzen 9 3950X, RTX 2070",,"15.60""",144 Hz,1920x1080,IPS,matte,16:9,141 PPI,,R9 3950X,GeForce RTX 2070 Mobile,2.6 kg,32.5 mm,2700 Euro
SCHENKER XMG Apex 17 (Late 23),,"17.30""",240 Hz,2560x1440,IPS,matte,16:9,170 PPI,381 cd/m²,R7 7840HS,NVIDIA GeForce RTX 4060 Laptop GPU,2.5 kg,24.9 mm,1772 Euro
SCHENKER XMG Apex 17 M21,,"17.30""",144 Hz,1920x1080,IPS,matte,16:9,127 PPI,285 cd/m²,R7 5800H,GeForce RTX 3070 Laptop GPU,2.6 kg,32.4 mm,2079 EUR
SCHENKER XMG Apex 17 M21,,"17.30""",144 Hz,1920x1080,IPS,matte,16:9,127 PPI,,R7 5800H,GeForce RTX 3070 Laptop GPU,2.6 kg,32.4 mm,2079 EUR
SCHENKER XMG Core 14,,"14.00""",120 Hz,1920x1080,IPS,matte,16:9,157 PPI,316 cd/m²,i5-1135G7,GeForce GTX 1650 Mobile,1.4 kg,18 mm,1116 EUR
"SCHENKER XMG Core 15 (Early 2021, RTX 3060, 10870H)",,"15.60""",144 Hz,1920x1080,,,16:9,,,i7-10870H,GeForce RTX 3060 Laptop GPU,1.9 kg,19 mm,
"SCHENKER XMG Core 15 (Early 2021, RTX 3060, 5800H)",,"15.60""",240 Hz,1920x1080,,,16:9,141 PPI,,R7 5800H,GeForce RTX 3060 Laptop GPU,1.9 kg,19 mm,
SCHENKER XMG Core 15 (M22),,"15.60""",165 Hz,2560x1440,IPS,matte,16:9,189 PPI,371 cd/m²,R7 6800H,GeForce RTX 3060 Laptop GPU,2.1 kg,23 mm,1817 Euro
SCHENKER XMG Core 15 (M24),,"15.30""",240 Hz,2560x1600,IPS,matte,16:10,197 PPI,604 cd/m²,R7 8845HS,NVIDIA GeForce RTX 4060 Laptop GPU,2.1 kg,21.9 mm,1650 Euro
SCHENKER XMG Core 15 Ampere,,"15.60""",165 Hz,2560x1440,IPS,matte,16:9,188 PPI,328 cd/m²,R7 4800H,GeForce RTX 3060 Laptop GPU,2 kg,22.9 mm,1.8 Euro
SCHENKER XMG Core 15 Ampere,,"15.60""",165 Hz,2560x1440,,matte,16:9,188 PPI,,R7 4800H,Vega 7,,,
SCHENKER XMG Core 15 Ampere,,"15.60""",165 Hz,2560x1440,,matte,16:9,188 PPI,,R7 4800H,GeForce RTX 3060 Laptop GPU,,,
SCHENKER XMG Core 15 Ampere,,"15.60""",165 Hz,2560x1440,,matte,,188 PPI,,R7 4800H,GeForce RTX 3060 Laptop GPU,,,
SCHENKER XMG Core 15 GK5NR0O,,"15.60""",144 Hz,1920x1080,IPS,matte,16:9,141 PPI,290 cd/m²,R7 4800H,GeForce RTX 2060 Mobile,2 kg,19.9 mm,1460 Euro
SCHENKER XMG Core 15-E21gms,,"15.60""",165 Hz,2560x1440,IPS,matte,16:9,188 PPI,,R7 5800H,GeForce RTX 3060 Laptop GPU,2 kg,22.9 mm,1550 Euro
SCHENKER XMG Core 15-M20hdw,,"15.60""",144 Hz,1920x1080,IPS,matte,16:9,141 PPI,,R7 4800H,GeForce GTX 1650 Ti Mobile,1.9 kg,19.9 mm,1500 Euro
SCHENKER XMG CORE 16 (L23),,"16.00""",240 Hz,2560x1600,IPS,matte,16:10,189 PPI,358 cd/m²,R7 7840HS,NVIDIA GeForce RTX 4070 Laptop GPU,2.4 kg,26.1 mm,2230 Euro
SCHENKER XMG Core 17 (Early 2021),,"17.30""",165 Hz,2560x1440,IPS,matte,16:9,170 PPI,333 cd/m²,i7-10870H,GeForce RTX 3060 Laptop GPU,2.5 kg,30.05 mm,1814 Euro
SCHENKER XMG Core 17 (Early 2021),,"17.30""",165 Hz,2560x1440,,matte,16:9,170 PPI,,i7-10870H,GeForce RTX 3060 Laptop GPU,,,
SCHENKER XMG Core 17 (Early 2021),,"17.30""",165 Hz,2560x1440,,matte,16:9,170 PPI,,i7-10870H,GeForce RTX 3060 Laptop GPU,,,
SCHENKER XMG Core 17 (Early 2021),,"17.30""",165 Hz,2560x1440,,matte,16:9,170 PPI,,i7-10870H,GeForce RTX 3060 Laptop GPU,,,
